manv,hoten,gioitinh,ngaysinh,luong,maph,sdt,ngaybc
HC1675,Hà Mai Hiền,Nữ,1965-01-30,8201199,HCA,0322234487,2011-11-01
PR1585,Triệu Ngọc Vân,Nữ,1987-06-03,11303638,PRC,0194900072,2017-07-14
KH1655,Phạm Linh Tiên,Nữ,1996-09-13,11677869,KHO,0162100922,2013-10-03
PR1586,Đặng Thị Mai Ngân,Nữ,1990-05-04,12387858,PRC,0163490622,2021-09-18
TC1666,Trần Quỳnh Mai,Nữ,1996-01-01,9125749,TCA,0383149317,2014-08-19
QT1729,Mạc Huy Anh,Nam,1982-11-03,14415332,QTA,0199752518,2020-06-04
PR1587,Từ Hữu Vinh,Nam,1996-07-21,13247100,PRC,0191947138,2013-11-16
QT1730,Từ Vượng Duy,Nam,1994-11-26,14448828,QTA,0185116680,2015-07-06
HC1676,Vũ Thị Hạnh Uyên,Nữ,1970-09-18,11439730,HCA,0324130481,2020-04-04
TT1702,Triệu Bảo Long,Nam,1980-10-27,13440897,MKA,0193177781,2013-08-26
MK1675,Mạc Hiển Quang,Nam,1972-02-29,13178484,MKA,0182485621,2018-02-24
DV1654,Đỗ Thị Dung Thu,Nữ,1971-10-08,9691407,DVK,0195096812,2020-04-23
HC1677,Vũ Thái Nam,Nam,2000-07-06,13952668,HCA,0189564758,2021-07-07
KT1649,Mai Thị Ánh Mai,Nữ,1996-09-07,13002183,KTA,0167867994,2022-03-07
PR1588,Cao Diệp Diệu,Nữ,1981-03-18,12291608,PRC,0399533222,2010-05-28
TC1667,Lý Thái Trung,Nam,1986-08-19,12139040,TCA,0326310753,2014-08-18
PR1589,Lê Khoa Vinh,Nam,1970-11-11,9356762,PRC,0125375086,2019-10-17
DV1655,Trần Lan Tiên,Nữ,1965-08-28,8191138,DVK,0189644250,2016-11-18
QT1731,Châu Thiện Long,Nam,1991-07-22,9934941,QTA,0369198479,2013-09-07
TT1703,Mai Lan Linh,Nữ,1987-03-24,7820964,HCA,0360363107,2011-05-02
TT1704,Phạm Hưng Chiến,Nam,1972-12-19,13553604,KTA,0387274082,2020-04-30
MK1676,Tôn Châu Bích,Nữ,1992-09-19,12271337,MKA,0385868981,2021-12-10
HC1678,Thái Thị Trang Oanh,Nữ,1981-07-01,9267940,HCA,0385308055,2023-05-18
PR1590,Từ Châu Nhung,Nữ,1970-06-10,8661841,PRC,0126726092,2010-01-27
TT1705,Võ Hiếu Dũng,Nam,1979-09-29,10367491,NSU,0127092921,2012-03-17
HC1679,Tạ Đức Thắng,Nam,1998-02-18,13790759,HCA,0323900870,2013-04-05
QT1732,Quách Tuyết Thanh,Nữ,1966-06-10,8422048,QTA,0395704199,2021-06-06
QT1733,Triệu Thị Hiền Vân,Nữ,1985-04-06,8926653,QTA,0362543398,2018-10-22
KH1656,Trịnh Hải Thắng,Nam,1993-11-15,7981807,KHO,0165575987,2013-11-11
TC1668,Hà Mai Phương,Nữ,1976-06-28,9201717,TCA,0386640407,2019-08-10
KH1657,Từ Tài Việt,Nam,1970-06-17,8413785,KHO,0321074612,2019-11-01
KD1648,Quách Hương Vân,Nữ,1972-05-02,11207916,KDA,0326068954,2017-09-10
TC1669,Võ Gia Minh,Nam,1992-05-26,10662034,TCA,0194584220,2020-05-09
TC1670,Tôn Phát Hưng,Nam,1972-06-21,8810864,TCA,0192513939,2023-05-25
KT1650,Lý Thị Mai Hoa,Nữ,1974-10-24,10132499,KTA,0380004849,2016-08-02
TC1671,Hà Ngọc Thu,Nữ,1978-06-02,9409750,TCA,0389229477,2013-09-16
NS1691,Bùi Thị Hương Phương,Nữ,1977-03-15,7971837,NSU,0367813081,2019-02-05
DV1656,Vũ Thảo Yến,Nữ,1994-12-23,9897853,DVK,0161464020,2022-09-20
MK1677,Lê Phát Quân,Nam,1995-10-08,8260823,MKA,0390378667,2019-12-19
KD1649,Dương Kim Diễm,Nữ,1981-08-05,10387135,KDA,0167928590,2022-02-24
DV1657,Quách Hồng Tú,Nữ,1979-02-15,11569146,DVK,0129059039,2015-04-25
DV1658,Thái Công Phúc,Nam,1965-05-10,8873670,DVK,0187049366,2012-03-01
PR1591,Tạ Hưng Vinh,Nam,1984-05-24,9411108,PRC,0125294301,2014-09-16
DV1659,Phan Thị Uyên Kim,Nữ,1996-10-18,14691476,DVK,0397519951,2013-04-01
HC1680,Hồ Hào Vinh,Nam,1995-11-20,14466336,HCA,0168806514,2015-03-07
DV1660,Phạm Thái Dũng,Nam,1970-10-21,6914430,DVK,0168442829,2015-08-01
TC1672,Châu Sáng Anh,Nam,1982-04-21,12400433,TCA,0189194607,2010-09-18
PR1592,Lương Thị Diễm Hương,Nữ,1982-11-17,7960679,PRC,0387217293,2015-09-30
PR1593,Hà Phúc Hoàng,Nam,1985-04-28,8466953,PRC,0163048480,2023-03-29
NS1692,Từ Thị Thảo Oanh,Nữ,1976-12-06,9466489,NSU,0325312996,2016-04-18
KT1651,Bùi Thị Uyên Hoa,Nữ,1994-07-23,12976753,KTA,0363691912,2015-10-15
TT1706,Hà Thị Chi Giang,Nữ,1972-02-08,13081664,HCA,0165082087,2018-07-28
HC1681,Phạm Khoa Đức,Nam,1998-10-17,6568285,HCA,0327361090,2017-05-28
QT1734,Vũ Hưng Chiến,Nam,1981-06-28,14293620,QTA,0326475296,2017-01-01
TT1707,Trịnh Thanh Thủy,Nữ,1972-04-08,9866579,,0186982062,2010-06-27
TC1673,Châu Khôi Long,Nam,1990-03-30,10867115,TCA,0320274324,2014-04-23
QT1735,Cao Công Sơn,Nam,1990-01-01,10332329,QTA,0380351104,2020-01-23
PR1594,Phạm Thị Thu Giang,Nữ,1990-03-07,11414282,PRC,0167631798,2012-04-02
KH1658,Lương Thị Nhung Lan,Nữ,1969-04-14,8840457,KHO,0381476065,2021-06-19
TT1708,Bùi Trúc Mỹ,Nữ,1976-08-06,9930395,KDA,0193448483,2020-08-31
KH1659,Tạ Anh Xuân,Nam,1993-03-21,8301106,KHO,0198356011,2021-11-24
TC1674,Triệu Thị Ngọc Tiên,Nữ,1987-07-03,7337060,TCA,0166739449,2021-03-22
TC1675,Triệu Uyên Liên,Nữ,1985-03-17,6234788,TCA,0127436241,2018-06-27
KT1652,La Yến Bích,Nữ,1988-04-18,7592038,KTA,0182381323,2022-12-22
QT1736,Kiều Thanh Dung,Nữ,1977-11-13,11751108,QTA,0194423823,2013-07-22
HC1682,Cao Long Minh,Nam,1993-12-14,12573577,HCA,0127960397,2020-11-11
KD1650,Quách Phú Quang,Nam,1981-08-30,14192997,KDA,0189918529,2019-07-03
TT1709,Mai Phát Hải,Nam,1982-11-11,6781537,KDA,0322914165,2010-05-29
TT1710,Mai Thị Diễm Phương,Nữ,1983-01-08,12846820,NSU,0186136840,2021-08-23
HC1683,Đặng Kim My,Nữ,1976-10-02,14655097,HCA,0124123462,2021-04-08
MK1678,Bùi Tiến Trung,Nam,1996-08-31,8855124,MKA,0198624329,2014-06-09
TC1676,Hà Bảo Tùng,Nam,1982-11-14,14378281,TCA,0129335373,2018-04-12
DV1661,Tạ Thị Linh Thủy,Nữ,1975-12-02,12679225,DVK,0161471916,2023-08-16
HC1684,Đặng Bích Trang,Nữ,1974-12-26,6405432,HCA,0181656541,2023-07-03
HC1685,Đặng My My,Nữ,1980-04-21,14272606,HCA,0391687836,2013-10-30
KT1653,Mai Quý Vinh,Nam,1973-01-17,12988066,KTA,0320126899,2012-03-30
KD1651,Thái Khắc Minh,Nam,1986-12-14,14240418,KDA,0384766486,2023-11-03
HC1686,Võ Thị Lan Bích,Nữ,1975-08-30,14968532,HCA,0395007627,2014-05-24
MK1679,Quách Thị Hạnh Bích,Nữ,1970-04-24,12974754,MKA,0387497839,2010-08-08
DV1662,Quách Vĩnh Phúc,Nam,1989-03-22,14598141,DVK,0122053184,2010-11-22
KH1660,Tôn Cường Quang,Nam,1971-01-28,9218506,KHO,0169133610,2016-12-10
MK1680,Triệu Thị Phương Thu,Nữ,1986-05-29,11171346,MKA,0323002189,2018-11-04
TT1711,La Thanh Anh,Nam,1967-08-28,9726022,DVK,0384408503,2021-08-25
DV1663,Đặng Thọ Phúc,Nam,1999-10-03,8286910,DVK,0127313075,2014-09-01
KT1654,Đặng Thị Nhung Thu,Nữ,1967-06-15,8396800,KTA,0367392042,2017-10-13
MK1681,Triệu Tuyết Diễm,Nữ,1965-09-22,8108533,MKA,0166677748,2011-12-28
MK1682,Từ Khánh Mai,Nữ,1973-04-18,6494453,MKA,0391629999,2014-03-14
MK1683,Kiều Nhật Quang,Nam,1976-02-05,7405635,MKA,0128441529,2014-02-03
MK1684,Lê Cảnh Thắng,Nam,1997-05-17,6939789,MKA,0191080246,2010-11-07
DV1664,Hoàng Nhi Lan,Nữ,1967-10-04,10607645,DVK,0365208745,2015-08-27
QT1737,Quách Thu Kim,Nữ,1979-10-31,13552323,QTA,0381385131,2019-07-12
TT1712,Dương Việt Khánh,Nam,1979-04-09,10491274,DVK,0363532077,2019-10-14
MK1685,Tạ Thắng Toàn,Nam,1970-12-14,10635564,MKA,0190633111,2013-11-18
PR1595,Phạm Thị Trang Diệu,Nữ,1972-09-11,13647578,PRC,0367749728,2020-10-10
HC1687,Phạm Thị Hạnh Hiền,Nữ,1972-07-27,11687028,HCA,0164227682,2017-10-04
KD1652,Triệu Bảo Tuấn,Nam,1993-03-04,6180961,KDA,0323042689,2017-11-03
HC1688,Hoàng Viễn Khánh,Nam,1975-03-20,8611137,HCA,0187175283,2015-10-07
MK1686,La Tâm Hoàng,Nam,1972-02-29,10618079,MKA,0163662973,2019-01-23
KT1655,Châu Thịnh Hải,Nam,1972-01-05,10981954,KTA,0321685395,2019-04-03
KH1661,Triệu Tùng Trung,Nam,1970-07-11,14072359,KHO,0369859140,2015-10-06
NS1693,Phạm Thị Nga Liên,Nữ,1971-11-15,6176851,NSU,0382750923,2010-12-14
TT1713,Phạm Trúc Vân,Nữ,1966-04-14,10202315,KDA,0191763902,2021-06-06
NS1694,Vũ Thành Toàn,Nam,1967-10-07,11645531,NSU,0385774184,2017-10-31
KH1662,Lương Đại Nam,Nam,1983-02-27,12604807,KHO,0126937310,2013-12-27
KT1656,Hoàng Bảo Hiếu,Nam,1984-08-05,11469647,KTA,0388243038,2020-01-29
KT1657,Trần Viễn Đức,Nam,1967-09-09,12170199,KTA,0323800079,2021-08-27
TC1677,Tạ Thị Uyên Mai,Nữ,1999-10-28,12519663,TCA,0362546547,2018-09-06
KT1658,Mai Lan Yến,Nữ,1990-08-01,10734813,KTA,0320956187,2015-09-02
TC1678,Bùi Thị Nga Loan,Nữ,1981-11-26,13477985,TCA,0389904093,2021-12-24
KT1659,Châu Khánh Anh,Nữ,1989-05-18,14492534,KTA,0326207200,2011-05-14
TC1679,Đặng Gia Đạt,Nam,1966-10-23,12292404,TCA,0162114453,2020-05-16
DV1665,Mai Thị Mai Trinh,Nữ,1983-04-07,10625643,DVK,0388796593,2016-07-20
DV1666,Lương Thị Phương Thủy,Nữ,1988-09-29,9656595,DVK,0397363497,2017-09-16
KH1663,Từ Phong Việt,Nam,1965-05-17,11178883,KHO,0184274677,2018-08-09
TT1714,Tạ Hồng Duy,Nam,1968-10-17,10129753,KHO,0324353976,2021-09-18
TC1680,Tạ Trúc Quỳnh,Nữ,1965-04-24,11286424,TCA,0361822409,2010-11-10
QT1738,Hồ Thị Nga Uyên,Nữ,1965-08-15,12267950,QTA,0198104970,2012-03-03
KD1653,Mạc Thị Hạnh Nga,Nữ,1971-05-16,8278548,KDA,0181646112,2014-10-04
DV1667,Hoàng Diệu Tú,Nữ,1988-03-24,9408778,DVK,0182534004,2020-07-14
QT1739,Lý Lan Anh,Nữ,1974-05-01,7942122,QTA,0183117111,2011-10-18
DV1668,Phạm Phát Lâm,Nam,1967-12-26,6062116,DVK,0169865265,2016-11-02
KT1660,Ngô Tuyết Phương,Nữ,1999-07-13,6334708,KTA,0367666201,2019-06-05
KT1661,Mạc Nhi Tú,Nữ,1980-04-28,9744969,KTA,0321195352,2016-08-19
DV1669,Dương Phương Linh,Nữ,1989-08-11,7055349,DVK,0385188810,2013-10-17
TT1715,Triệu Ánh Thanh,Nữ,1991-11-21,6447326,TCA,0127232330,2022-06-22
DV1670,Từ Thị Ánh Giang,Nữ,1990-12-03,10837310,DVK,0329935505,2011-12-29
KD1654,Dương Vy Diệu,Nữ,1971-12-27,13939669,KDA,0382804708,2016-08-19
NS1695,Lý Thị Thảo Trinh,Nữ,1977-04-21,14147551,NSU,0386060004,2021-02-11
QT1740,Đặng Thị Nhung,Nữ,1968-03-17,7774944,QTA,0168117187,2015-01-22
PR1596,Ngô Trí Phong,Nam,1966-06-15,12913533,PRC,0363201987,2017-11-27
TC1681,Cao Thị Phương Giang,Nữ,1978-11-11,6717081,TCA,0181035100,2016-04-08
DV1671,Trần Thị Hiền Oanh,Nữ,2000-11-18,13011065,DVK,0160188449,2016-12-19
TT1716,Hồ Trung Hùng,Nam,1993-09-16,12197541,KDA,0128608453,2022-09-19
DV1672,Quách Diệp Giang,Nữ,2000-07-15,8940113,DVK,0161478909,2023-04-11
KH1664,Châu Thị Trang Dung,Nữ,1998-06-03,10521618,KHO,0364262334,2012-03-12
MK1687,Mạc Phú Hải,Nam,1990-02-11,10963897,MKA,0129225075,2017-12-11
KT1662,La Tiến Nam,Nam,1966-03-10,6046724,KTA,0321886058,2018-01-20
MK1688,Dương Quý Duy,Nam,1996-11-04,6445389,MKA,0180076137,2017-04-26
KD1655,Cao Hào Quân,Nam,1993-07-08,11705682,KDA,0162564033,2022-10-18
NS1696,Thái Ngọc Vân,Nữ,1983-10-07,7790687,NSU,0365960516,2021-04-02
KT1663,Phạm Thị Diễm Mỹ,Nữ,1983-07-03,9128439,KTA,0163007557,2011-06-06
DV1673,Vũ Tài Đức,Nam,1996-11-18,11978034,DVK,0364448363,2010-12-18
PR1597,Đặng Kim Thảo,Nữ,1993-02-25,11011017,PRC,0193933592,2014-09-16
NS1697,Hồ Thị Diễm Trang,Nữ,1993-10-19,8235537,NSU,0321812827,2021-07-12
HC1689,Lê Thị Tú Ngân,Nữ,1991-10-04,14380823,HCA,0183675283,2017-11-22
KD1656,Mạc Quỳnh Dung,Nữ,1987-05-24,6057963,KDA,0120140150,2014-07-25
MK1689,Đỗ Kiên Giang,Nam,1978-05-06,13345626,MKA,0169291989,2011-05-29
HC1690,Cao Khoa Trí,Nam,1974-11-29,12875783,HCA,0368085419,2023-01-24
KH1665,Bùi Mai Tú,Nữ,1967-05-27,10752047,KHO,0368541259,2020-08-18
TC1682,Trịnh Thị Hương Kim,Nữ,1984-10-29,12429466,TCA,0399643389,2013-01-26
QT1741,Thái Hoàng Nam,Nam,1965-02-11,6936481,QTA,0321659326,2012-05-11
KH1666,Kiều Thị Thảo Tiên,Nữ,1978-06-16,6405554,KHO,0187349671,2015-02-17
KD1657,Hà Đức Tài,Nam,1993-02-12,9703707,KDA,0384654309,2019-02-01
DV1674,Đỗ Sơn Tùng,Nam,1983-03-10,9628474,DVK,0197595446,2019-02-11
KH1667,Phan Thị Vân,Nữ,1966-07-01,8934557,KHO,0325539536,2018-04-05
QT1742,Bùi Phúc Hoàng,Nam,1990-02-02,10136364,QTA,0361124951,2020-09-13
PR1598,Mạc Cường Sơn,Nam,1978-05-06,13297471,PRC,0125092456,2021-10-10
KH1668,Tôn Uyên Hương,Nữ,1976-07-09,14669649,KHO,0199728101,2011-11-13
PR1599,La Uyên Chi,Nữ,1977-04-19,11589178,PRC,0182714040,2022-09-22
KH1669,Trần Khôi Mạnh,Nam,1977-07-09,14173557,KHO,0162436859,2014-03-30
NS1698,Kiều Yến Trinh,Nữ,1970-03-16,8615202,NSU,0129022194,2018-08-02
TC1683,Phạm Mai Ánh,Nữ,1985-05-30,7307125,TCA,0184696760,2013-10-11
PR1600,Hồ Thị Nhung Mai,Nữ,1995-12-04,7132636,PRC,0398716340,2022-10-21
TC1684,Nguyễn Thị Dung Diệu,Nữ,1975-03-10,12005475,TCA,0385242528,2016-07-05
HC1691,Quách Thị Mai Ngân,Nữ,2000-03-29,9466434,HCA,0120495394,2017-12-15
TT1717,Đặng Thị Hạnh Hoa,Nữ,1970-12-12,7212060,MKA,0360140807,2018-01-03
KD1658,Hà Thái Phúc,Nam,1985-05-01,12449896,KDA,0391697472,2013-04-07
KT1664,Mạc Hưng Việt,Nam,1996-04-11,6030890,KTA,0386723204,2021-02-25
KT1665,Lê Hưng Giang,Nam,1966-07-22,12803089,KTA,0162646035,2021-06-26
KD1659,Phan Thị Linh Diễm,Nữ,1997-03-18,12009280,KDA,0386573095,2019-12-27
HC1692,Lê Đại Chiến,Nam,1970-02-03,6782577,HCA,0388884394,2010-12-15
MK1690,Quách Tùng Thịnh,Nam,1988-11-27,7095167,MKA,0120236115,2021-10-24
QT1743,Triệu Thị Chi Linh,Nữ,1999-11-29,11411725,QTA,0126764617,2013-08-17
KT1666,Hà Tín Hiếu,Nam,1990-06-03,12449368,KTA,0186599513,2023-02-22
MK1691,Triệu Thị Dung Anh,Nữ,1996-07-22,6001821,MKA,0124430696,2013-09-28
TT1718,Phạm Đại Thắng,Nam,1980-06-04,6810325,KHO,0324018754,2012-12-25
KH1670,La Thị Chi Hà,Nữ,1976-11-11,14006246,KHO,0192440196,2010-09-17
KD1660,Đỗ Vy Ngân,Nữ,1992-07-12,12876635,KDA,0380903627,2014-02-28
TT1719,Dương Thị Phương Tiên,Nữ,1990-02-26,10586121,KTA,0169914212,2023-02-28
HC1693,Dương Viễn Bình,Nam,2000-10-18,6580379,HCA,0393210743,2017-11-18
TC1685,Lương Đức Mạnh,Nam,1978-06-16,13357257,TCA,0192684092,2021-03-13
HC1694,Cao Tùng Mạnh,Nam,1989-04-12,8655862,HCA,0395171437,2017-11-08
KD1661,Lê Khang Kiên,Nam,1993-02-03,9389781,KDA,0189634523,2014-08-16
QT1744,Châu Khánh Hoàng,Nam,1988-03-26,8875291,QTA,0382003000,2014-05-28
KH1671,Dương Vy Ngân,Nữ,1966-09-14,8595308,KHO,0399981639,2020-05-08
TT1720,Lê Phú Hùng,Nam,1988-01-25,8477640,HCA,0128478218,2016-07-26
KT1667,Hoàng Ánh Tiên,Nữ,1966-05-19,7260055,KTA,0160452733,2014-01-30
PR1601,Dương Diệu Ánh,Nữ,1983-11-03,8574767,PRC,0129385745,2016-04-26
KH1672,Lý Ánh Loan,Nữ,1988-04-07,10789944,KHO,0182867915,2013-11-07
KT1668,Vũ Thắng Bình,Nam,1991-02-21,11361581,KTA,0385079588,2014-03-24
MK1692,Tôn Thị Hà Vân,Nữ,1988-12-27,10610510,MKA,0382551262,2019-01-29
TT1721,Hồ Thị Lan Tiên,Nữ,1990-03-12,6459753,KHO,0395868824,2018-12-17
DV1675,Trần Khang Khánh,Nam,1974-02-05,10875913,DVK,0124642227,2023-05-20
QT1745,Lý Thị Ngọc Thanh,Nữ,1978-01-16,7331522,QTA,0393197493,2021-02-03
KH1673,Hà Quý Minh,Nam,1988-12-15,8535214,KHO,0196027273,2022-11-20
KH1674,Đặng Thị Hoa Mỹ,Nữ,1989-02-03,14505267,KHO,0390444198,2022-10-01
QT1746,Đỗ Sơn Nam,Nam,2000-01-11,6681729,QTA,0392925495,2017-05-16
TT1722,Hà Nhân Khang,Nam,1966-09-05,6643473,TCA,0183074357,2012-04-07
DV1676,Tạ Thanh Tài,Nam,1990-09-14,10209143,DVK,0388435448,2018-02-06
PR1602,La Huy Thắng,Nam,1987-05-07,12847736,PRC,0129899976,2020-11-04
TT1723,Cao Ngọc Tuấn,Nam,1986-01-01,10728250,PRC,0164413579,2011-06-17
DV1677,Kiều Việt Cường,Nam,1971-03-18,7162495,DVK,0193445049,2022-05-25
MK1693,Hà Thanh Kim,Nữ,1966-04-03,6998549,MKA,0367736640,2019-10-13
PR1603,Phan Thành Dũng,Nam,1978-07-04,11158830,PRC,0380599873,2014-04-09
KD1662,Phạm Khôi Kiên,Nam,1993-12-07,12768721,KDA,0384669643,2020-01-20
MK1694,Hà Phát Hoàng,Nam,1989-02-16,13224533,MKA,0181910979,2021-05-17
KT1669,Mai Thị Chi Linh,Nữ,1989-12-02,11900049,KTA,0364299862,2023-01-23
NS1699,Kiều Thị Thu Chi,Nữ,1995-06-16,8590140,NSU,0325301366,2016-02-12
KD1663,Lý Yến Ánh,Nữ,1992-12-10,9072594,KDA,0390016491,2017-08-29
KH1675,Hoàng Lộc Tùng,Nam,1987-03-30,6411182,KHO,0166877095,2022-07-23
KT1670,Đỗ Yến Chi,Nữ,1986-09-07,8069548,KTA,0121711617,2018-05-28
PR1604,Trần Hiếu Long,Nam,1965-06-08,9054165,PRC,0325194695,2013-06-30
DV1678,Mai Thị Hiền Nga,Nữ,1983-10-29,11538652,DVK,0381730038,2010-01-23
HC1695,Tôn Lan Thảo,Nữ,1978-12-09,9708821,HCA,0128761414,2019-02-13
TT1724,Quách Thu Lan,Nữ,1978-12-15,9863084,NSU,0380404701,2011-07-15
QT1747,Ngô Việt Phong,Nam,1972-03-06,13273568,QTA,0164147951,2017-10-17
HC1696,Dương Cảnh Lâm,Nam,1981-03-24,8929363,HCA,0194817232,2020-09-24
KH1676,Cao Tấn Thịnh,Nam,1991-08-06,6281023,KHO,0383037840,2020-03-27
KH1677,Dương Liêm Giang,Nam,1984-12-21,7369236,KHO,0324208079,2018-04-21
MK1695,Bùi Thị Phương Diễm,Nữ,2000-09-02,11554559,MKA,0369782026,2022-05-10
HC1697,Châu Thị Dung Oanh,Nữ,1978-11-20,12381586,HCA,0325984391,2011-08-11
NS1700,Tôn Thị Trang Tiên,Nữ,1975-03-29,11912316,NSU,0320231407,2020-05-01
HC1698,Tạ Trúc Loan,Nữ,1995-09-27,10300234,HCA,0398215489,2013-09-17
MK1696,Kiều Trúc Nga,Nữ,1985-02-24,13552214,MKA,0367766589,2020-05-14
HC1699,Lý Vinh Tuấn,Nam,1995-09-23,13138380,HCA,0128837862,2020-08-30
TT1725,Lương Thị Nhung Ngọc,Nữ,1986-07-29,7521049,TCA,0185830881,2016-07-08
KD1664,Đỗ Trí Thiện,Nam,1990-06-27,8053354,KDA,0169587562,2020-07-09
KT1671,Đặng Hồng Lan,Nữ,1994-12-10,8736822,KTA,0382682882,2021-04-15
KH1678,La Thị Thảo Phương,Nữ,1975-08-19,14469493,KHO,0363380838,2011-09-17
NS1701,Từ Lộc Xuân,Nam,1982-11-26,14651423,NSU,0397334672,2012-10-21
MK1697,Cao Hương Giang,Nữ,1976-08-11,8517541,MKA,0385100002,2012-10-31
KT1672,Triệu Phát Việt,Nam,1995-05-09,9330329,KTA,0364283318,2020-09-08
PR1605,Mai Khánh Trung,Nam,1967-05-19,11239644,PRC,0327025820,2010-04-12
NS1702,Phạm Mạnh Thịnh,Nam,2000-07-12,11934607,NSU,0328459651,2022-08-01
NS1703,Võ Tùng Nam,Nam,1985-01-24,7503857,NSU,0128514852,2011-02-01
DV1679,Võ Thị Ngọc Thanh,Nữ,1990-12-19,9492838,DVK,0366185032,2023-01-22
TC1686,Trần Trúc Hương,Nữ,1994-08-15,11909456,TCA,0322949778,2016-01-22
NS1704,Triệu Hồng Tuấn,Nam,1976-03-06,6357771,NSU,0190774285,2018-08-23
QT1748,Tôn Tùng Thắng,Nam,1982-06-25,7651745,QTA,0381284033,2017-07-24
NS1705,Quách Thảo Thảo,Nữ,1985-12-27,12201265,NSU,0189189645,2013-08-17
TT1726,Lý Thanh Kiên,Nam,1965-01-02,6852023,TCA,0188494346,2018-07-30
KT1673,Mạc Việt Thịnh,Nam,1995-08-18,9646113,KTA,0320115537,2020-11-24
KD1665,Mạc Đình Thiện,Nam,1987-04-03,8622528,KDA,0180909874,2021-11-01
QT1749,Đỗ Hồng Kim,Nữ,1978-07-30,10360923,QTA,0325690487,2021-05-21
MK1698,Mạc Thị Ngọc Kim,Nữ,1965-05-20,14458968,MKA,0128844003,2021-12-08
MK1699,Hoàng Trường Toàn,Nam,1975-01-31,6055476,MKA,0368602536,2019-10-04
KT1674,Mạc Trúc Hà,Nữ,2000-05-10,6521358,KTA,0194991415,2012-01-25
KD1666,Thái Ngọc Minh,Nam,1981-09-04,8457350,KDA,0392292442,2010-05-11
PR1606,Mạc Hoàng Đức,Nam,1972-12-09,11927931,PRC,0193060485,2020-06-12
QT1750,Từ Lâm Long,Nam,1973-01-26,12476005,QTA,0194768266,2017-08-10
DV1680,Châu Tuấn Nam,Nam,1982-12-31,14845841,DVK,0198367101,2023-01-28
TT1727,Phan Bá Lâm,Nam,1987-05-02,13389124,HCA,0187173367,2021-09-06
KT1675,Lý Gia Lâm,Nam,1991-05-27,9754546,KTA,0367637017,2023-04-29
QT1751,Tôn Hiển Chiến,Nam,1984-08-10,13981212,QTA,0122290437,2013-01-11
NS1706,Thái Mạnh Quang,Nam,1973-08-02,7268172,NSU,0169688054,2016-10-20
KD1667,Dương Đức Hiếu,Nam,1987-05-23,11811102,KDA,0189940422,2023-03-25
DV1681,Lê Uyên Tú,Nữ,1992-03-30,10075022,DVK,0182324670,2023-10-16
KT1676,Cao Thanh Thu,Nữ,1971-08-15,13250374,KTA,0195712220,2015-02-15
KH1679,Kiều Thị Nhung Liên,Nữ,1982-11-29,6306989,KHO,0389092958,2017-10-22
NS1707,Dương Thị Tú Dung,Nữ,1996-12-17,9472543,NSU,0185757303,2019-04-22
MK1700,Châu Nghĩa Quang,Nam,1998-04-01,14645007,MKA,0181733717,2019-04-20
KT1677,Phạm Thiện Bình,Nam,1973-12-08,13331030,KTA,0360616330,2010-08-09
MK1701,Trần Khôi Quang,Nam,1984-09-17,10852599,MKA,0394719635,2020-02-08
DV1682,Kiều Hải Đức,Nam,1999-07-04,9770370,DVK,0162403845,2021-08-20
DV1683,Lương Lộc Trung,Nam,1978-04-07,14782818,DVK,0383706268,2014-03-24
KT1678,Hoàng Thanh Đạt,Nam,1978-05-12,8100422,KTA,0168165241,2013-04-03
PR1607,Phan Thị Nga Dung,Nữ,1977-05-29,7729109,PRC,0320131396,2015-09-30
KT1679,Lương Ngọc Yến,Nữ,1972-11-23,14459249,KTA,0388485152,2021-09-03
HC1700,Thái Thu Nhung,Nữ,1998-11-28,10596380,HCA,0365242143,2016-07-23
KH1680,Dương Nhân Bảo,Nam,1970-08-03,7952889,KHO,0128852094,2021-02-15
HC1701,Đặng Mai Dung,Nữ,1976-06-25,14925673,HCA,0329925111,2015-07-06
PR1608,La Long Chiến,Nam,1967-08-18,8312392,PRC,0199905037,2015-02-27
TC1687,Trần Thế Khánh,Nam,1981-10-24,11735399,TCA,0167545875,2017-10-29
TC1688,Phan Thị Hoa Thảo,Nữ,1983-02-16,9122775,TCA,0361951945,2012-12-04
KT1680,Kiều Thọ Bình,Nam,1997-11-07,14046928,KTA,0320644016,2011-05-31
KD1668,Đặng Mỹ Cường,Nam,1983-10-23,14637982,KDA,0192879888,2011-09-29
KH1681,Hồ Nhi Diễm,Nữ,1992-02-24,13397411,KHO,0183353047,2018-04-27
QT1752,Triệu Anh Nam,Nam,1973-12-19,14677964,QTA,0398351694,2019-04-14
TC1689,Mai Diệu Loan,Nữ,1980-02-29,11712605,TCA,0185470903,2012-06-19
HC1702,Hồ Thị Chi Vân,Nữ,1984-07-13,8973676,HCA,0362740875,2015-06-30
KH1682,Bùi Yến Kim,Nữ,1995-12-17,13948473,KHO,0397899579,2012-03-14
KT1681,Nguyễn Thị Hà Lan,Nữ,1992-05-27,8046354,KTA,0187326820,2014-10-09
QT1753,Lương Thị Phương Phương,Nữ,1977-08-21,13184691,QTA,0395821187,2019-12-14
TC1690,Mạc Thị Trang Mai,Nữ,1993-07-08,12995749,TCA,0185659277,2020-06-01
HC1703,Tạ Thị Loan,Nữ,1995-07-03,9276124,HCA,0199915372,2017-09-28
